username,name,bio,created_at,account_age_days,followers,following,statuses_count,default_profile_image,verified,post_text,label
diego_alves,Carla Lima,analista de dados em Recife,2020-04-22 04:00:00,2342,539,187,1251,0,0,"opiniao impopular: filme antigo e melhor que remake no mais, tudo tranquilo (65)",0
fernanda_rocha9,Eduardo Silva,professora de historia,2013-08-27 16:00:00,4771,170,112,234,0,0,"treino feito, 6km hoje. devagar mas chegando enfim",0
gustavo_souza82,Gustavo Lima,"dev backend, cafe e gatos",2017-01-04 20:00:00,3545,858,602,286,0,0,dica pra quem estuda seguranca: pratique em laboratorio proprio,0
otavio_souza,Lucas Lima,analista de dados em Belem,2013-02-02 14:00:00,4977,2556,4039,913,0,0,recomendo muito esse restaurante novo no centro de Belem ate semana que vem,0
ganhe2420487,Ana 7712,,2026-06-03 12:18:00,108,2,1403,1589,0,0,"Sinal gratis de aposta, lucro garantido hoje!!! https://encurtador.com.br/n5b3p0",1
bruno_alves38,Nara Rocha,analista de dados em Curitiba,2015-10-13 20:00:00,3994,4881,5000,309,0,0,"terminei de ler o livro que a Otavio indicou, valeu a pena enfim",0
bruno_rocha,Paula Alves,musico nos fins de semana,2023-04-17 01:00:00,1252,159,54,300,0,0,recomendo muito esse restaurante novo no centro de Goiania ate semana que vem (21),0
ganhe5006043,Invest Bot,link na bio https://tinyurl.com/gz2hn3,2026-03-10 16:03:00,193,14,2192,8609,1,0,Airdrop de cripto liberado! dobre seu investimento em 24h https://tinyurl.com/gz2hn3,1
otavio_souza69,Carla Lima,fotografa e mae de dois,2013-06-26 20:00:00,4833,349,559,344,0,0,dica pra quem estuda seguranca: pratique em laboratorio proprio valeu quem ajudou,0
rafael_alves,Eduardo Alves,estudante de enfermagem,2023-07-15 19:00:00,1162,170,148,106,0,0,recomendo muito esse restaurante novo no centro de Curitiba bora pra cima (44),0
eduardo_souza,Juliana Silva,,2013-03-20 10:00:00,4932,449,371,1447,0,0,"obrigada pelas mensagens de aniversario, gente amanha continuo",0
ana5581490,Promo 999,,2026-06-03 15:50:00,108,0,3220,6158,1,0,SEGUIDORES GRATIS!!! siga de volta e me chama no whats https://encurtador.com.br/dy3i7t,1
juliana_alves,Juliana Silva,"dev backend, cafe e gatos",2020-02-20 20:00:00,2403,154,77,372,0,0,opiniao impopular: filme antigo e melhor que remake valeu quem ajudou (57),0
fernanda_alves,Mariana Souza,corredora amadora | 42k,2017-03-14 22:00:00,3476,577,319,803,0,0,"terminei de ler o livro que a Bruno indicou, valeu a pena no fim deu certo",0
rafael_souza,Igor Lima,corredora amadora | 42k,2026-07-07 11:00:00,75,13,406,240,0,0,opiniao impopular: filme antigo e melhor que remake que dia,0
mariana_souza28,Gustavo Alves,,2024-12-22 20:00:00,636,271,357,385,0,0,"treino feito, 6km hoje. devagar mas chegando no fim deu certo (97)",0
carla_lima,Helena Rocha,corredora amadora | 42k,2022-01-19 17:00:00,1704,244,130,173,0,0,"chuva forte aqui em Porto Alegre hoje, transito parado amanha continuo (70)",0
lucro3850057,Ana 7712,,2026-03-10 13:02:00,193,19,2369,1681,0,0,Airdrop de cripto liberado! dobre seu investimento em 24h https://is.gd/2lzsnf,1
ana2516056,Ganhe 1000,,2026-06-03 16:09:00,108,3,1592,1958,1,0,"Sinal gratis de aposta, lucro garantido hoje!!! https://bit.ly/h97nb8",1
diego_silva,Paula Silva,estudante de enfermagem,2026-04-23 19:00:00,149,451,636,788,0,0,opiniao impopular: filme antigo e melhor que remake amanha continuo,0
invest5570062,Renda Extra 24h,,2025-10-13 14:29:00,341,11,1075,9227,1,0,"GANHE DINHEIRO em casa!!! vagas limitadas, chama no direct agora https://tinyurl.com/nqln4g",1
carla_lima,Lucas Alves,professora de historia,2020-11-27 22:00:00,2122,145,271,53,0,0,"consegui finalmente organizar a planilha do mes, vitoria pessoal valeu quem ajudou",0
paula_alves86,Gustavo Souza,fotografa e mae de dois,2024-11-07 14:00:00,681,440,503,998,0,0,alguem ai assistiu o jogo de ontem? que segundo tempo,0
rafael_souza7,Otavio Silva,analista de dados em Goiania,2021-12-22 06:00:00,1733,284,553,1161,0,0,"obrigada pelas mensagens de aniversario, gente recomendo (54)",0
igor_alves,Rafael Souza,professora de historia,2017-01-21 07:00:00,3529,151,246,111,0,0,"chuva forte aqui em Salvador hoje, transito parado no fim deu certo",0
ana_rocha,Lucas Alves,professora de historia,2021-04-14 00:00:00,1985,2789,3726,158,0,0,dica pra quem estuda seguranca: pratique em laboratorio proprio que dia (86),0
nara_lima95,Helena Alves,estudante de enfermagem,2018-03-24 05:00:00,3102,1299,2158,1085,0,0,"treino feito, 6km hoje. devagar mas chegando enfim (33)",0
helena_silva,Carla Silva,estudante de enfermagem,2015-08-20 20:00:00,4048,28,17,180,0,0,"treino feito, 6km hoje. devagar mas chegando recomendo",0
eduardo_lima,Lucas Silva,corredora amadora | 42k,2025-10-16 05:00:00,339,228,196,3828,0,0,"treino feito, 6km hoje. devagar mas chegando valeu quem ajudou",0
helena_alves,Mariana Souza,professora de historia,2024-07-19 23:00:00,792,246,464,5368,0,0,"consegui finalmente organizar a planilha do mes, vitoria pessoal no mais, tudo tranquilo",0
ana_alves1,Helena Lima,analista de dados em Goiania,2022-12-19 15:00:00,1370,85,149,225,0,0,opiniao impopular: filme antigo e melhor que remake bora pra cima,0
otavio_lima39,Juliana Lima,musico nos fins de semana,2013-02-21 18:00:00,4958,489,654,284,0,0,dica pra quem estuda seguranca: pratique em laboratorio proprio bora pra cima (17),0
nara_alves,Mariana Rocha,estudante de enfermagem,2018-09-07 00:00:00,2935,356,140,1101,0,0,opiniao impopular: filme antigo e melhor que remake (40),0
juliana_silva,Nara Silva,professora de historia,2020-10-06 00:00:00,2175,44,61,498,0,0,"bom dia, cafe e mais um dia de trabalho por aqui",0
ana_souza,Bruno Lima,"dev backend, cafe e gatos",2014-11-24 23:00:00,4317,255,522,381,0,0,dica pra quem estuda seguranca: pratique em laboratorio proprio valeu quem ajudou (47),0
carla_souza,Diego Rocha,corredora amadora | 42k,2013-09-08 06:00:00,4760,53,50,221,0,0,"chuva forte aqui em Recife hoje, transito parado no mais, tudo tranquilo",0
lucro3114030,Ana 7712,,2026-03-10 15:22:00,193,34,1141,8290,1,0,"Sinal gratis de aposta, lucro garantido hoje!!! https://cutt.ly/2xe8sp",1
ana_lima82,Juliana Rocha,,2023-01-24 10:00:00,1335,432,281,585,0,0,"vagas limitadas no curso de bolo caseiro, chama no direct pra reservar",0
igor_lima42,Carla Souza,,2016-10-02 01:00:00,3640,723,709,836,0,0,alguem ai assistiu o jogo de ontem? que segundo tempo valeu quem ajudou (78),0
rafael_silva,Ana Rocha,,2022-07-20 21:00:00,1522,100,216,110,1,0,"obrigada pelas mensagens de aniversario, gente amanha continuo (19)",0
juliana_lima,Otavio Lima,"pai do Theo, torcedor sofredor",2014-03-07 05:00:00,4580,170,55,281,0,0,recomendo muito esse restaurante novo no centro de Goiania no fim deu certo (24),0
lucas_lima90,Rafael Lima,"dev backend, cafe e gatos",2020-01-19 15:00:00,2435,640,803,335,0,0,alguem ai assistiu o jogo de ontem? que segundo tempo (20),0
mariana_rocha79,Helena Silva,fotografa e mae de dois,2025-03-22 12:00:00,547,929,805,623,0,0,"terminei de ler o livro que a Ana indicou, valeu a pena amanha continuo",0
diego_souza48,Ana Rocha,analista de dados em Curitiba,2014-08-03 06:00:00,4431,917,1088,1084,0,0,opiniao impopular: filme antigo e melhor que remake que dia,0
otavio_rocha,Ana Rocha,"dev backend, cafe e gatos",2015-03-25 19:00:00,4196,95,121,993,0,0,opiniao impopular: filme antigo e melhor que remake coisa de louco,0
igor_alves80,Nara Alves,analista de dados em Curitiba,2019-03-12 03:00:00,2749,532,623,1188,0,0,"chuva forte aqui em Curitiba hoje, transito parado amanha continuo (8)",0
mariana_lima19,Fernanda Alves,estudante de enfermagem,2022-09-16 16:00:00,1464,284,366,1066,0,0,"consegui finalmente organizar a planilha do mes, vitoria pessoal bora pra cima (24)",0
carla_alves84,Mariana Souza,fotografa e mae de dois,2015-06-19 16:00:00,4110,1273,777,2442,0,0,"obrigada pelas mensagens de aniversario, gente enfim (40)",0
eduardo_silva,Juliana Alves,estudante de enfermagem,2016-11-28 17:00:00,3582,660,823,1298,0,0,"terminei de ler o livro que a Paula indicou, valeu a pena coisa de louco",0
paula_rocha,Bruno Lima,musico nos fins de semana,2023-05-14 05:00:00,1225,154,312,60,0,0,"treino feito, 6km hoje. devagar mas chegando bora pra cima",0
gustavo_rocha14,Fernanda Rocha,"pai do Theo, torcedor sofredor",2026-08-11 22:00:00,39,14,427,127,0,0,recomendo muito esse restaurante novo no centro de Porto Alegre,0
rafael_rocha25,Helena Alves,,2015-03-30 20:00:00,4191,118,42,1270,0,0,"consegui finalmente organizar a planilha do mes, vitoria pessoal ate semana que vem (61)",0
diego_alves,Otavio Lima,,2017-06-06 20:00:00,3392,173,228,415,0,0,"chuva forte aqui em Belem hoje, transito parado enfim (98)",0
helena_alves45,Otavio Rocha,"dev backend, cafe e gatos",2015-05-07 20:00:00,4153,83,175,320,1,0,"consegui finalmente organizar a planilha do mes, vitoria pessoal coisa de louco",0
gustavo_lima,Eduardo Lima,estudante de enfermagem,2018-04-08 11:00:00,3087,129,269,339,0,0,"treino feito, 6km hoje. devagar mas chegando recomendo",0
fernanda_lima6,Igor Rocha,"dev backend, cafe e gatos",2025-06-11 01:00:00,466,70,70,26,0,0,"consegui finalmente organizar a planilha do mes, vitoria pessoal que dia (12)",0
rafael_lima,Fernanda Rocha,professora de historia,2025-08-04 22:00:00,411,271,338,536,0,0,"treino feito, 6km hoje. devagar mas chegando amanha continuo (86)",0
nara_rocha,Otavio Silva,analista de dados em Porto Alegre,2014-04-06 04:00:00,4550,159,324,772,0,0,"obrigada pelas mensagens de aniversario, gente que dia (23)",0
carla_lima45,Helena Souza,estudante de enfermagem,2020-01-12 22:00:00,2442,148,248,781,0,0,dica pra quem estuda seguranca: pratique em laboratorio proprio ate semana que vem,0
eduardo_silva32,Nara Rocha,analista de dados em Sao Paulo,2020-02-15 19:00:00,2408,269,413,512,1,0,"treino feito, 6km hoje. devagar mas chegando coisa de louco (63)",0
paula_lima23,Nara Lima,"dev backend, cafe e gatos",2026-08-18 09:00:00,33,3,402,105,0,0,"terminei de ler o livro que a Gustavo indicou, valeu a pena coisa de louco",0
nara_rocha,Nara Alves,musico nos fins de semana,2015-03-24 09:00:00,4198,196,363,147,0,0,dica pra quem estuda seguranca: pratique em laboratorio proprio amanha continuo,0
diego_rocha,Lucas Rocha,,2026-08-21 08:00:00,30,19,417,73,0,0,"consegui finalmente organizar a planilha do mes, vitoria pessoal no fim deu certo",0
mariana_alves,Igor Rocha,"pai do Theo, torcedor sofredor",2026-07-19 20:00:00,62,23,423,163,0,0,"bom dia, cafe e mais um dia de trabalho por aqui (77)",0
paula_souza,Lucas Silva,fotografa e mae de dois,2025-08-04 19:00:00,411,1211,1884,5881,0,0,opiniao impopular: filme antigo e melhor que remake recomendo,0
diego_lima21,Eduardo Rocha,corredora amadora | 42k,2020-05-24 17:00:00,2309,423,429,5165,0,0,"terminei de ler o livro que a Juliana indicou, valeu a pena coisa de louco (69)",0
otavio_alves7,Lucas Souza,estudante de enfermagem,2024-05-28 16:00:00,844,2095,3130,295,1,0,"terminei de ler o livro que a Lucas indicou, valeu a pena amanha continuo",0
gustavo_lima,Rafael Alves,analista de dados em Porto Alegre,2023-09-24 02:00:00,1092,1061,887,1965,0,0,dica pra quem estuda seguranca: pratique em laboratorio proprio ate semana que vem (48),0
invest4502245,Promo 999,,2026-06-03 13:01:00,108,11,1564,2412,1,0,"Sinal gratis de aposta, lucro garantido hoje!!! https://tinyurl.com/pbj1bk",1
rafael_rocha93,Carla Lima,,2015-12-07 16:00:00,3939,76,56,411,0,0,"chuva forte aqui em Porto Alegre hoje, transito parado ate semana que vem (40)",0
mariana_rocha,Rafael Lima,fotografa e mae de dois,2015-12-16 02:00:00,3931,33,56,68,0,0,"terminei de ler o livro que a Eduardo indicou, valeu a pena amanha continuo (20)",0
diego_silva,Diego Silva,"pai do Theo, torcedor sofredor",2017-04-25 16:00:00,3434,503,703,337,0,0,"chuva forte aqui em Curitiba hoje, transito parado bora pra cima (31)",0
bruno_rocha72,Mariana Lima,analista de dados em Sao Paulo,2019-10-15 20:00:00,2531,777,1561,427,0,0,"obrigada pelas mensagens de aniversario, gente que dia",0
igor_souza89,Gustavo Alves,estudante de enfermagem,2022-08-05 08:00:00,1507,153,231,189,0,0,"obrigada pelas mensagens de aniversario, gente coisa de louco",0
lucro315220,Ana 7712,link na bio https://cutt.ly/m0icfs,2025-10-13 15:00:00,341,10,2625,9741,1,0,"GANHE DINHEIRO em casa!!! vagas limitadas, chama no direct agora https://cutt.ly/m0icfs",1
bruno_silva,Juliana Rocha,corredora amadora | 42k,2019-04-14 17:00:00,2715,139,85,1962,0,0,opiniao impopular: filme antigo e melhor que remake coisa de louco (2),0
otavio_silva54,Mariana Alves,fotografa e mae de dois,2020-10-19 07:00:00,2162,420,299,1105,0,0,"bom dia, cafe e mais um dia de trabalho por aqui depois conto o resto",0
otavio_souza55,Gustavo Silva,professora de historia,2022-11-27 02:00:00,1393,144,316,1011,0,0,"treino feito, 6km hoje. devagar mas chegando ate semana que vem (2)",0
ana_lima17,Bruno Silva,professora de historia,2013-09-09 19:00:00,4758,75,101,1144,1,0,"terminei de ler o livro que a Rafael indicou, valeu a pena enfim (96)",0
gustavo_souza,Ana Rocha,musico nos fins de semana,2021-05-03 14:00:00,1965,956,1982,935,0,0,"consegui finalmente organizar a planilha do mes, vitoria pessoal enfim (83)",0
carla_silva,Juliana Lima,corredora amadora | 42k,2020-07-29 22:00:00,2243,273,250,183,0,0,"consegui finalmente organizar a planilha do mes, vitoria pessoal no fim deu certo (32)",0
otavio_lima18,Igor Silva,corredora amadora | 42k,2021-09-30 12:00:00,1816,438,826,102,0,0,"renda extra? venha ser revendedora comigo, explico tudo https://bit.ly/i8kfxa",0
lucas_rocha58,Carla Silva,fotografa e mae de dois,2016-05-26 06:00:00,3769,67,84,436,0,0,"terminei de ler o livro que a Nara indicou, valeu a pena valeu quem ajudou (16)",0
otavio_lima47,Bruno Lima,fotografa e mae de dois,2017-05-30 20:00:00,3399,244,390,92,0,0,recomendo muito esse restaurante novo no centro de Porto Alegre bora pra cima (42),0
nara_souza,Lucas Souza,professora de historia,2016-03-04 07:00:00,3852,733,1261,187,0,0,"terminei de ler o livro que a Otavio indicou, valeu a pena (77)",0
bruno_alves39,Igor Alves,corredora amadora | 42k,2017-05-07 05:00:00,3423,190,238,692,0,0,"bom dia, cafe e mais um dia de trabalho por aqui depois conto o resto (90)",0
fernanda_alves82,Carla Silva,musico nos fins de semana,2026-08-23 02:00:00,28,15,431,117,0,0,"obrigada pelas mensagens de aniversario, gente amanha continuo",0
mariana_lima44,Igor Rocha,"dev backend, cafe e gatos",2018-07-13 08:00:00,2991,87,59,1225,0,0,dica pra quem estuda seguranca: pratique em laboratorio proprio depois conto o resto,0
otavio_lima,Paula Rocha,corredora amadora | 42k,2025-09-10 18:00:00,374,221,131,1211,0,0,opiniao impopular: filme antigo e melhor que remake ate semana que vem (12),0
fernanda_lima50,Nara Rocha,corredora amadora | 42k,2021-12-27 08:00:00,1728,92,141,781,0,0,"consegui finalmente organizar a planilha do mes, vitoria pessoal valeu quem ajudou",0
mariana_silva32,Fernanda Lima,professora de historia,2020-07-16 14:00:00,2256,631,309,244,0,0,"treino feito, 6km hoje. devagar mas chegando ate semana que vem (24)",0
ana_silva52,Igor Rocha,musico nos fins de semana,2022-11-17 10:00:00,1403,136,63,1161,0,0,recomendo muito esse restaurante novo no centro de Curitiba que dia (34),0
juliana_rocha,Ana Lima,corredora amadora | 42k,2016-08-28 08:00:00,3675,21,25,24,0,0,"treino feito, 6km hoje. devagar mas chegando que dia (78)",0
rafael_lima,Carla Rocha,"dev backend, cafe e gatos",2017-07-13 15:00:00,3355,131,116,4029,0,0,"bom dia, cafe e mais um dia de trabalho por aqui valeu quem ajudou",0
gustavo_rocha,Gustavo Souza,"pai do Theo, torcedor sofredor",2022-08-11 02:00:00,1501,379,393,546,0,0,"consegui finalmente organizar a planilha do mes, vitoria pessoal bora pra cima (75)",0
igor_silva,Gustavo Rocha,estudante de enfermagem,2026-07-08 09:00:00,74,6,410,233,0,0,"consegui finalmente organizar a planilha do mes, vitoria pessoal amanha continuo (90)",0
helena_souza,Carla Silva,professora de historia,2024-10-08 17:00:00,711,1178,962,170,0,0,"terminei de ler o livro que a Fernanda indicou, valeu a pena bora pra cima (16)",0
nara_silva68,Helena Lima,corredora amadora | 42k,2015-04-14 05:00:00,4177,494,638,631,0,0,"chuva forte aqui em Recife hoje, transito parado depois conto o resto",0
juliana_silva,Ana Lima,professora de historia,2026-08-10 13:00:00,40,20,406,127,0,0,"terminei de ler o livro que a Fernanda indicou, valeu a pena que dia (31)",0
lucas_silva86,Eduardo Silva,,2018-09-05 19:00:00,2936,582,532,339,0,0,"terminei de ler o livro que a Nara indicou, valeu a pena no mais, tudo tranquilo (66)",0
diego_alves,Helena Silva,professora de historia,2012-10-31 08:00:00,5072,729,1492,460,0,0,opiniao impopular: filme antigo e melhor que remake enfim (4),0
juliana_rocha,Mariana Silva,estudante de enfermagem,2016-12-25 14:00:00,3555,936,330,319,0,0,alguem ai assistiu o jogo de ontem? que segundo tempo que dia,0
otavio_lima41,Diego Silva,"dev backend, cafe e gatos",2016-08-14 18:00:00,3688,111,81,440,0,0,"treino feito, 6km hoje. devagar mas chegando (17)",0
lucas_silva76,Helena Rocha,professora de historia,2026-08-14 14:00:00,36,9,409,125,0,0,"treino feito, 6km hoje. devagar mas chegando valeu quem ajudou (97)",0
lucas_alves,Carla Alves,"dev backend, cafe e gatos",2016-11-21 18:00:00,3589,65,112,1546,0,0,dica pra quem estuda seguranca: pratique em laboratorio proprio valeu quem ajudou (25),0
ganhe2325660,Invest Bot,link na bio https://encurtador.com.br/6fs7k7,2026-02-23 14:19:00,208,24,517,8244,1,0,"Cupom exclusivo de R$ 200, ultimas vagas, clique no link https://encurtador.com.br/6fs7k7",1
ana_souza98,Lucas Rocha,"dev backend, cafe e gatos",2017-09-11 09:00:00,3296,204,115,222,0,0,dica pra quem estuda seguranca: pratique em laboratorio proprio ate semana que vem (53),0
ana_alves,Paula Silva,musico nos fins de semana,2026-09-10 14:00:00,9,7,411,3,1,0,recomendo muito esse restaurante novo no centro de Sao Paulo bora pra cima (32),0
diego_silva65,Otavio Souza,estudante de enfermagem,2019-06-04 16:00:00,2664,880,1206,3038,0,0,alguem ai assistiu o jogo de ontem? que segundo tempo coisa de louco,0
rafael_souza,Carla Silva,corredora amadora | 42k,2025-09-10 08:00:00,375,59,100,415,0,0,"consegui finalmente organizar a planilha do mes, vitoria pessoal depois conto o resto (10)",0
user4667770,Ana 7712,,2026-06-03 15:03:00,108,4,1882,2734,0,0,"Sinal gratis de aposta, lucro garantido hoje!!! https://bit.ly/7ksgpi",1
diego_alves,Eduardo Silva,estudante de enfermagem,2018-02-05 23:00:00,3148,251,294,1311,0,0,promocao de hoje na loja: cupom de 20% pra quem chegar antes do meio dia,0
ana_lima16,Bruno Alves,analista de dados em Goiania,2016-08-16 06:00:00,3687,227,182,578,0,0,"bom dia, cafe e mais um dia de trabalho por aqui recomendo (35)",0
